line,NC,X,Y,Z,A,B,C,R,F,vX,vY,vZ,vA,vB,vC,time,cumulative time
393,A-71.136,0.0000000000,0.0000000000,26.0000000000,-71.1360000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4300093876
394,A-72.048,0.0000000000,0.0000000000,26.0000000000,-72.0480000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4304231807
395,A-72.96,0.0000000000,0.0000000000,26.0000000000,-72.9600000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4308369738
396,A-73.872,0.0000000000,0.0000000000,26.0000000000,-73.8720000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4312507669
397,A-74.784,0.0000000000,0.0000000000,26.0000000000,-74.7840000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4316645600
398,A-75.696,0.0000000000,0.0000000000,26.0000000000,-75.6960000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4320783531
399,A-76.608,0.0000000000,0.0000000000,26.0000000000,-76.6080000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4324921462
400,A-77.52,0.0000000000,0.0000000000,26.0000000000,-77.5200000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4329059393
401,A-78.433,0.0000000000,0.0000000000,26.0000000000,-78.4330000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4333197324
402,A-79.345,0.0000000000,0.0000000000,26.0000000000,-79.3450000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4337339792
403,A-80.257,0.0000000000,0.0000000000,26.0000000000,-80.2570000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4341477723
404,A-81.169,0.0000000000,0.0000000000,26.0000000000,-81.1690000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4345615654
405,A-82.082,0.0000000000,0.0000000000,26.0000000000,-82.0820000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4349753585
406,A-82.994,0.0000000000,0.0000000000,26.0000000000,-82.9940000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4353896054
407,A-83.906,0.0000000000,0.0000000000,26.0000000000,-83.9060000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4358033985
408,A-84.819,0.0000000000,0.0000000000,26.0000000000,-84.8190000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4362171916
409,A-85.731,0.0000000000,0.0000000000,26.0000000000,-85.7310000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4366314384
410,A-86.644,0.0000000000,0.0000000000,26.0000000000,-86.6440000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4370452315
411,A-87.556,0.0000000000,0.0000000000,26.0000000000,-87.5560000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4374594783
412,A-88.469,0.0000000000,0.0000000000,26.0000000000,-88.4690000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4378732714
413,A-89.381,0.0000000000,0.0000000000,26.0000000000,-89.3810000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4382875183
414,A-90.F2204,0.0000000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0002808530,0.4387013114
415,X0.478F1000,0.4780000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004780000,0.4389821643
416,X0.956,0.9560000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004780000,0.4394601643
417,X1.434,1.4340000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004780000,0.4399381643
418,X1.912,1.9120000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004780000,0.4404161643
419,X2.389,2.3890000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004770000,0.4408941643
420,X2.867,2.8670000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004780000,0.4413711643
421,X3.345,3.3450000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004780000,0.4418491643
422,X3.823,3.8230000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004780000,0.4423271643
423,X4.301,4.3010000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004780000,0.4428051643
424,X4.779,4.7790000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004780000,0.4432831643
425,X5.257,5.2570000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004780000,0.4437611643
426,X5.735,5.7350000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004780000,0.4442391643
427,X6.212,6.2120000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004770000,0.4447171643
428,X6.69,6.6900000000,0.0000000000,26.0000000000,-90.0000000000,0.0000000000,0.0000000000,0.0000000000,1000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0004780000,0.4451941643
429,A-90.912F2204,6.6900000000,0.0000000000,26.0000000000,-90.9120000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4456721643
430,A-91.823,6.6900000000,0.0000000000,26.0000000000,-91.8230000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.4460859575
431,A-92.735,6.6900000000,0.0000000000,26.0000000000,-92.7350000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4464992968
432,A-93.647,6.6900000000,0.0000000000,26.0000000000,-93.6470000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4469130899
433,A-94.559,6.6900000000,0.0000000000,26.0000000000,-94.5590000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4473268830
434,A-95.47,6.6900000000,0.0000000000,26.0000000000,-95.4700000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.4477406761
435,A-96.382,6.6900000000,0.0000000000,26.0000000000,-96.3820000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4481540155
436,A-97.294,6.6900000000,0.0000000000,26.0000000000,-97.2940000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4485678086
437,A-98.206,6.6900000000,0.0000000000,26.0000000000,-98.2060000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4489816017
438,A-99.118,6.6900000000,0.0000000000,26.0000000000,-99.1180000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4493953948
439,A-100.03,6.6900000000,0.0000000000,26.0000000000,-100.0300000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4498091879
440,A-100.942,6.6900000000,0.0000000000,26.0000000000,-100.9420000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4502229810
441,A-101.854,6.6900000000,0.0000000000,26.0000000000,-101.8540000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4506367741
442,A-102.766,6.6900000000,0.0000000000,26.0000000000,-102.7660000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4510505673
443,A-103.678,6.6900000000,0.0000000000,26.0000000000,-103.6780000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4514643604
444,A-104.59,6.6900000000,0.0000000000,26.0000000000,-104.5900000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4518781535
445,A-105.502,6.6900000000,0.0000000000,26.0000000000,-105.5020000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4522919466
446,A-106.415,6.6900000000,0.0000000000,26.0000000000,-106.4150000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4527057397
447,A-107.327,6.6900000000,0.0000000000,26.0000000000,-107.3270000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4531199865
448,A-108.239,6.6900000000,0.0000000000,26.0000000000,-108.2390000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4535337796
449,A-109.151,6.6900000000,0.0000000000,26.0000000000,-109.1510000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4539475727
450,A-110.063,6.6900000000,0.0000000000,26.0000000000,-110.0630000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4543613658
451,A-110.976,6.6900000000,0.0000000000,26.0000000000,-110.9760000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4547751589
452,A-111.888,6.6900000000,0.0000000000,26.0000000000,-111.8880000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4551894057
453,A-112.8,6.6900000000,0.0000000000,26.0000000000,-112.8000000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4556031988
454,A-113.713,6.6900000000,0.0000000000,26.0000000000,-113.7130000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4560169919
455,A-114.625,6.6900000000,0.0000000000,26.0000000000,-114.6250000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4564312388
456,A-115.538,6.6900000000,0.0000000000,26.0000000000,-115.5380000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4568450319
457,A-116.45,6.6900000000,0.0000000000,26.0000000000,-116.4500000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4572592787
458,A-117.363,6.6900000000,0.0000000000,26.0000000000,-117.3630000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4576730718
459,A-118.275,6.6900000000,0.0000000000,26.0000000000,-118.2750000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4580873186
460,A-119.188,6.6900000000,0.0000000000,26.0000000000,-119.1880000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4585011117
461,A-120.1,6.6900000000,0.0000000000,26.0000000000,-120.1000000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4589153585
462,A-121.012,6.6900000000,0.0000000000,26.0000000000,-121.0120000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4593291516
463,A-121.924,6.6900000000,0.0000000000,26.0000000000,-121.9240000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4597429447
464,A-122.835,6.6900000000,0.0000000000,26.0000000000,-122.8350000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.4601567379
465,A-123.747,6.6900000000,0.0000000000,26.0000000000,-123.7470000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4605700772
466,A-124.659,6.6900000000,0.0000000000,26.0000000000,-124.6590000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4609838703
467,A-125.571,6.6900000000,0.0000000000,26.0000000000,-125.5710000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4613976634
468,A-126.483,6.6900000000,0.0000000000,26.0000000000,-126.4830000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4618114565
469,A-127.395,6.6900000000,0.0000000000,26.0000000000,-127.3950000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4622252496
470,A-128.307,6.6900000000,0.0000000000,26.0000000000,-128.3070000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4626390428
471,A-129.218,6.6900000000,0.0000000000,26.0000000000,-129.2180000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.4630528359
472,A-130.13,6.6900000000,0.0000000000,26.0000000000,-130.1300000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4634661752
473,A-131.042,6.6900000000,0.0000000000,26.0000000000,-131.0420000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4638799683
474,A-131.954,6.6900000000,0.0000000000,26.0000000000,-131.9540000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4642937614
475,A-132.866,6.6900000000,0.0000000000,26.0000000000,-132.8660000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4647075545
476,A-133.779,6.6900000000,0.0000000000,26.0000000000,-133.7790000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4651213477
477,A-134.691,6.6900000000,0.0000000000,26.0000000000,-134.6910000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4655355945
478,A-135.603,6.6900000000,0.0000000000,26.0000000000,-135.6030000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4659493876
479,A-136.515,6.6900000000,0.0000000000,26.0000000000,-136.5150000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4663631807
480,A-137.427,6.6900000000,0.0000000000,26.0000000000,-137.4270000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4667769738
481,A-138.339,6.6900000000,0.0000000000,26.0000000000,-138.3390000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4671907669
482,A-139.252,6.6900000000,0.0000000000,26.0000000000,-139.2520000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4676045600
483,A-140.164,6.6900000000,0.0000000000,26.0000000000,-140.1640000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4680188068
484,A-141.076,6.6900000000,0.0000000000,26.0000000000,-141.0760000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4684325999
485,A-141.989,6.6900000000,0.0000000000,26.0000000000,-141.9890000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4688463930
486,A-142.901,6.6900000000,0.0000000000,26.0000000000,-142.9010000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4692606398
487,A-143.813,6.6900000000,0.0000000000,26.0000000000,-143.8130000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4696744330
488,A-144.726,6.6900000000,0.0000000000,26.0000000000,-144.7260000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4700882261
489,A-145.638,6.6900000000,0.0000000000,26.0000000000,-145.6380000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4705024729
490,A-146.551,6.6900000000,0.0000000000,26.0000000000,-146.5510000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4709162660
491,A-147.463,6.6900000000,0.0000000000,26.0000000000,-147.4630000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4713305128
492,A-148.376,6.6900000000,0.0000000000,26.0000000000,-148.3760000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4717443059
493,A-149.288,6.6900000000,0.0000000000,26.0000000000,-149.2880000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4721585527
494,A-150.201,6.6900000000,0.0000000000,26.0000000000,-150.2010000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4725723458
495,A-151.113,6.6900000000,0.0000000000,26.0000000000,-151.1130000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4729865927
496,A-152.024,6.6900000000,0.0000000000,26.0000000000,-152.0240000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.4734003858
497,A-152.936,6.6900000000,0.0000000000,26.0000000000,-152.9360000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4738137251
498,A-153.848,6.6900000000,0.0000000000,26.0000000000,-153.8480000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4742275183
499,A-154.76,6.6900000000,0.0000000000,26.0000000000,-154.7600000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4746413114
500,A-155.671,6.6900000000,0.0000000000,26.0000000000,-155.6710000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.4750551045
501,A-156.583,6.6900000000,0.0000000000,26.0000000000,-156.5830000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4754684438
502,A-157.495,6.6900000000,0.0000000000,26.0000000000,-157.4950000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4758822369
503,A-158.407,6.6900000000,0.0000000000,26.0000000000,-158.4070000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4762960300
504,A-159.319,6.6900000000,0.0000000000,26.0000000000,-159.3190000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4767098232
505,A-160.231,6.6900000000,0.0000000000,26.0000000000,-160.2310000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4771236163
506,A-161.143,6.6900000000,0.0000000000,26.0000000000,-161.1430000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4775374094
507,A-162.055,6.6900000000,0.0000000000,26.0000000000,-162.0550000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4779512025
508,A-162.967,6.6900000000,0.0000000000,26.0000000000,-162.9670000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4783649956
509,A-163.879,6.6900000000,0.0000000000,26.0000000000,-163.8790000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4787787887
510,A-164.791,6.6900000000,0.0000000000,26.0000000000,-164.7910000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4791925818
511,A-165.703,6.6900000000,0.0000000000,26.0000000000,-165.7030000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4796063749
512,A-166.616,6.6900000000,0.0000000000,26.0000000000,-166.6160000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4800201680
513,A-167.528,6.6900000000,0.0000000000,26.0000000000,-167.5280000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4804344148
514,A-168.44,6.6900000000,0.0000000000,26.0000000000,-168.4400000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4808482079
515,A-169.352,6.6900000000,0.0000000000,26.0000000000,-169.3520000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4812620010
516,A-170.264,6.6900000000,0.0000000000,26.0000000000,-170.2640000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4816757941
517,A-171.177,6.6900000000,0.0000000000,26.0000000000,-171.1770000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4820895872
518,A-172.089,6.6900000000,0.0000000000,26.0000000000,-172.0890000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4825038340
519,A-173.001,6.6900000000,0.0000000000,26.0000000000,-173.0010000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4829176271
520,A-173.914,6.6900000000,0.0000000000,26.0000000000,-173.9140000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4833314202
521,A-174.826,6.6900000000,0.0000000000,26.0000000000,-174.8260000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4837456671
522,A-175.739,6.6900000000,0.0000000000,26.0000000000,-175.7390000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4841594602
